1.1	-0.3	-1.5	1.1	0.3	-1.5	-0	-0.1309	-0.62832	1.2566	-0.62832	0.1309	0	0.1309	-0.62832	1.2566	-0.62832	-0.1309
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0032659	-0.12802	-0.6246	1.2202	-0.62115	0.1241	0.0032365	0.1294	-0.62015	1.2111	-0.61637	-0.13334
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.003638	-0.12816	-0.62461	1.219	-0.62159	0.12366	0.0035335	0.12913	-0.62022	1.2104	-0.61732	-0.13369
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0042927	-0.12805	-0.62515	1.2169	-0.62471	0.12327	0.00422	0.12887	-0.62079	1.2082	-0.62041	-0.13379
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0048871	-0.12779	-0.62566	1.215	-0.62752	0.1229	0.0048419	0.1287	-0.62116	1.206	-0.62305	-0.13381
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0055169	-0.12771	-0.62619	1.2134	-0.62997	0.12259	0.0054842	0.12866	-0.6215	1.2041	-0.62534	-0.13398
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0059814	-0.12756	-0.62665	1.2122	-0.63219	0.1224	0.0059933	0.12852	-0.62191	1.2026	-0.62734	-0.13411
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.0064931	-0.1275	-0.6269	1.2107	-0.63356	0.12204	0.0064465	0.12844	-0.62174	1.2008	-0.62873	-0.13431
1.1	-0.3	-1.5	1.1	0.3	-1.5	-0.006671	-0.12742	-0.62712	1.2099	-0.63519	0.12191	0.0067313	0.12842	-0.62217	1.1997	-0.63001	-0.13431
